chart_week,list_position,track_id,score,chart_year,chart_month,track_name,duration_ms,release_date,album_type,explicit,artist_id,artist_name,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,distance_to_mean
2011-10-22,45,3PY88239tYBnAv5LQoU2oY,36,2011,10,Long Hot Summer,273586,2010-01-01,album,False,0u2FHSq3ln94y5Q57xazwf,Keith Urban,71.0,5175177.0,0.657,0.785,3.0,-8.428,1.0,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,4.0,country,7.714881783170337
2002-10-26,45,09cJcfLgfFPW7YeBggweW6,36,2002,10,Where Would You Be,274173,2001-09-17,compilation,False,3P33qFNGBVXl86yQYWspFj,Martina McBride,57.0,1375095.0,0.518,0.683,8.0,-6.603,1.0,0.0337,0.0556,1.95e-06,0.0445,0.241,128.04,4.0,country,8.215794815125303
2008-05-24,45,50MHFGCJITQy3LhZam6Mm6,36,2008,5,Every Day,254213,2007-01-01,album,False,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,70.0,3590883.0,0.296,0.725,8.0,-5.466,1.0,0.0461,0.0347,0.0,0.0881,0.247,113.031,4.0,country,8.453532832565521
2000-04-22,45,339hc1FygD8oJl4kg24IjG,36,2000,4,Carlene,246240,2000-02-21,album,False,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,44.0,343381.0,0.587,0.88,4.0,-5.725,1.0,0.0324,0.0784,0.0,0.182,0.778,129.222,4.0,country,8.706785135817027
2014-02-15,45,1iLv1ieT9BZ3qsti9yTCnG,36,2014,2,Odio (feat. Drake),225000,2014-02-25,album,False,3TVXtAsR1Inumwj472S9r4,Drake,96.0,92537455.0,0.802,0.725,0.0,-5.965,0.0,0.0676,0.574,0.0,0.0821,0.598,128.04,4.0,rap/hip-hop,8.763794576474508
2015-09-12,44,08zJpaUQVi9FrKv2e32Bah,36,2015,9,Planez,240320,2015-12-04,album,True,3KV3p5EY4AvKxOlhGHORLg,Jeremih,75.0,6707619.0,0.688,0.556,6.0,-7.738,1.0,0.264,0.7,1.87e-06,0.108,0.416,129.336,4.0,rap/hip-hop,8.920818540070655
2016-12-17,44,36YCdzT57us0LhDmCYtrNE,36,2016,12,Rockin’,232880,2016-11-25,album,True,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96.0,92598894.0,0.738,0.885,9.0,-5.547,0.0,0.206,0.0133,0.0,0.0821,0.752,112.878,4.0,r&b,9.018471701636777
2023-08-26,45,0BFQC00Y58JtjMyTXOJazO,36,2023,8,S91,173005,2023-08-10,album,False,790FomKkXshlbRYZFtlgla,KAROL G,92.0,51076873.0,0.644,0.711,0.0,-4.934,0.0,0.377,0.632,1.91e-05,0.0898,0.381,128.225,4.0,latin,9.087598018116282
2012-09-15,44,2rg3yLJKN5Yl4JCHHkMgeC,36,2012,9,Time Is Love,200373,2012-01-01,album,False,7vCtweS8UVAXTyau2j0rDT,Josh Turner,66.0,2627465.0,0.663,0.814,2.0,-4.987,1.0,0.0466,0.0653,0.000252,0.0823,0.547,111.97,4.0,country,9.18769702192939
2011-02-26,44,67QoEc0mR2OpqNKXgHGHDq,36,2011,2,"Bills, Bills, Bills (feat. Darren Criss)",180280,2011-04-19,album,False,3nQ59hkeciYoR6RreQL4Rv,Darren Criss,52.0,127036.0,0.833,0.441,11.0,-6.172,0.0,0.152,0.392,0.0,0.149,0.762,127.658,4.0,rock,9.59543741826521
2022-05-21,45,4d4ZXH4dr5bYfgErHiZCX2,36,2022,5,Dos Mil 16,208615,2022-05-06,album,True,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95.0,86231149.0,0.817,0.67,1.0,-6.534,1.0,0.0506,0.123,1.92e-06,0.128,0.495,130.058,3.0,latin,10.100934935773294
2017-10-14,45,15EPc80XuFrb2LmOzGjuRg,36,2017,10,Crew (feat. Brent Faiyaz & Shy Glizzy),176702,2017-03-24,album,True,1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,64.0,866859.0,0.728,0.607,1.0,-8.417,0.0,0.132,0.133,0.0,0.0864,0.445,129.938,4.0,rap/hip-hop,10.112369906487995
2021-04-10,45,0YfRAYTNTNszGg8VARrSIH,36,2021,4,Long Live,153253,2021-02-12,album,False,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,74.0,5460099.0,0.611,0.846,7.0,-3.548,1.0,0.0374,0.178,0.0,0.12,0.544,129.961,4.0,country,10.21331103387361
2020-05-02,44,5gNOINI5dXZVom2b36LMOd,36,2020,5,PICK UP (feat. Quavo),118546,2020-04-17,album,True,0VRj0yCOv2FXJNP47XQnx5,Quavo,80.0,7582647.0,0.915,0.612,1.0,-4.535,1.0,0.407,0.0944,0.0,0.115,0.758,129.93,4.0,rap/hip-hop,10.243643568168718
2018-11-24,44,5wujBwqG7INdStqGd4tRMX,36,2018,11,Armed And Dangerous,169999,2018-12-10,album,True,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,88.0,35648627.0,0.736,0.67,10.0,-6.702,1.0,0.311,0.186,0.0,0.114,0.845,130.032,4.0,rap/hip-hop,10.900327417479
2013-11-02,45,53Dj5PCDhb22qWqmre3YQs,36,2013,11,Aw Naw,188706,2013-09-16,album,False,4BYxqVkZyFjtik7crYLg5Q,Chris Young,67.0,2804346.0,0.652,0.859,2.0,-3.746,1.0,0.0358,0.0639,0.0,0.0777,0.491,109.971,4.0,country,11.35968699315184
2009-09-26,44,5pyB5WEAEwqwl18UaBLeBl,36,2009,9,Small Town USA,218853,2009-01-01,album,False,30e8DmahrEamvLbFRPdWmk,Justin Moore,64.0,1869896.0,0.594,0.601,6.0,-5.996,1.0,0.029,0.122,5.69e-06,0.181,0.531,131.931,4.0,country,11.450525697859893
2014-06-21,44,3un2KQUaQ2brEpd8dK93wI,36,2014,6,Beat of the Music,179293,2013-08-06,album,False,0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,59.0,1474104.0,0.629,0.808,9.0,-4.125,1.0,0.0269,0.00898,9.06e-06,0.0751,0.773,109.999,4.0,country,11.820045850190413
2001-02-24,45,5cPVHB3VcVKJRBTQ1Mls2I,36,2001,2,Ashes By Now,251200,2000-01-01,album,False,738OS3zrCO782uDiUN9pet,Lee Ann Womack,56.0,769780.0,0.662,0.719,1.0,-7.456,1.0,0.0258,0.0626,2.91e-05,0.0737,0.464,108.014,4.0,country,13.096957130202355
2005-12-03,45,5tdbsJQ86BVvjmpTikVP7q,36,2005,12,Like We Never Loved at All,257693,2005-08-02,album,False,25NQNriVT2YbSW80ILRWJa,Faith Hill,63.0,1869329.0,0.497,0.468,2.0,-8.182,1.0,0.0286,0.0817,0.0,0.112,0.285,133.789,4.0,country,13.50341603745749
2020-01-04,45,4MrfQL4TYQXJBlZYpAHTuE,36,2020,1,"Baby, It's Cold Outside",143733,1959-01-01,album,False,49e4v89VmlDcFCMyDv9wQ9,Dean Martin,70.0,1748121.0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0,other,13.711723734229917
2011-08-27,44,2eqOjSC8dY1iFrQiJGPDOX,36,2011,8,Who Gon Stop Me,256706,2011-08-08,album,True,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,85.0,9478189.0,0.594,0.73,0.0,-4.638,0.0,0.159,0.0408,0.000164,0.715,0.378,133.88,4.0,rap/hip-hop,14.211185333691805
2022-11-05,45,3QF5RsWzK1lCvf2o2cY65P,36,2022,11,Dear Reader,225194,2022-10-22,album,False,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100.0,123544806.0,0.674,0.39,0.0,-11.944,1.0,0.0483,0.464,0.00122,0.116,0.151,107.891,4.0,pop,14.454747612126361
2006-02-11,44,4GIsskMpViPkt0uzPJTJSp,36,2006,2,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286186,2005-12-13,album,True,2gBjLmx6zQnFGQJCAQpRgw,Nelly,76.0,3055128.0,0.833,0.628,2.0,-7.041,1.0,0.141,0.0949,1.6e-06,0.282,0.645,106.328,4.0,pop,14.505245365426152
2001-03-24,44,5cvMzT7kEvcxcdtcJz1vQY,36,2001,3,After Party,214560,2001-03-02,album,True,6HEyD6mSqQQKMVilyU31ZY,Koffee Brown,40.0,96253.0,0.802,0.552,5.0,-4.796,0.0,0.0503,0.0492,1.7e-06,0.0224,0.601,105.481,4.0,r&b,15.268873340941427
2004-02-28,45,5tpmCenLbM2lXo4Dxqrml4,36,2004,2,Just A Little While,253106,2004-01-01,album,False,4qwGe91Bz9K2T8jXTZ815W,Janet Jackson,67.0,3973805.0,0.77,0.779,0.0,-3.571,1.0,0.0628,0.056,3.34e-05,0.0832,0.972,135.102,4.0,pop,15.539981096101446
2009-04-18,44,6QbcLktLNe7eYqh8TjZeCd,36,2009,4,It’s America,213786,2010-06-29,album,False,2qgvmDsc4jrqbAbjq1HGM2,Rodney Atkins,67.0,1913691.0,0.595,0.715,4.0,-13.863,1.0,0.0384,0.0374,0.0,0.374,0.722,134.498,4.0,country,15.588579974413456
2007-06-02,45,76YDsWGWezclVy9Z6sDGhf,36,2007,6,Da' Dip,237000,1996-10-29,album,True,0LthCv77K8NqLKr8B6266a,Freak Nasty,50.0,47257.0,0.953,0.428,8.0,-17.199,1.0,0.298,0.0079,0.0302,0.224,0.723,131.737,4.0,rap/hip-hop,15.618146042605222
2016-07-30,44,7ciLq0Cip0yxiz6KANrOUq,36,2016,7,Toothbrush,231813,2016-11-18,album,False,6T5tfhQCknKG4UnH90qGnz,DNCE,68.0,4541267.0,0.556,0.785,7.0,-5.842,1.0,0.133,0.122,0.0,0.468,0.825,104.978,4.0,pop,15.853964555714231
2003-03-29,45,3zN4OLeBAN7LwAr442bB8E,36,2003,3,I Drove All Night,240600,2003-03-24,album,False,4S9EykWXhStSc15wEx8QFK,Céline Dion,77.0,8883146.0,0.566,0.912,11.0,-4.198,1.0,0.0629,0.00051,0.0,0.215,0.644,134.994,4.0,pop,15.9913264481065
2005-10-29,44,29Qqb1qYSjC1pSK8QPDnkp,36,2005,10,Better Life,283160,2004-01-01,album,False,0u2FHSq3ln94y5Q57xazwf,Keith Urban,71.0,5175177.0,0.618,0.831,2.0,-3.536,1.0,0.0374,0.0402,1.58e-05,0.033,0.788,104.943,4.0,country,16.205398508234765
2000-12-16,45,3t7sGit21WDOjYkqh3Y9yB,36,2000,12,The Itch,208733,2001-01-30,album,False,3OsUvoKmZA2gw8rETtxGlz,Vitamin C,39.0,111290.0,0.694,0.947,11.0,-3.91,0.0,0.0546,0.00621,0.0395,0.133,0.518,105.019,4.0,other,17.1237260672263
2019-09-07,45,4y5bvROuBDPr5fuwXbIBZR,36,2019,9,Paper Rings,222400,2019-08-23,album,False,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100.0,123544806.0,0.811,0.719,9.0,-6.553,1.0,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4.0,pop,17.219762720407463
2001-05-26,44,50JSuPksOs3K8IOL0Fqt5K,36,2001,5,Mrs. Steven Rudy,209520,2015-09-01,single,False,2W8eAR7hLWZ9Al1Sa19nka,Mark McGuinn,21.0,880.0,0.65,0.883,9.0,-5.318,1.0,0.0321,0.0773,0.0,0.0996,0.685,104.003,4.0,other,17.257633757164474
2001-10-06,44,2onNmw7lzEoDRXl46jDO5O,36,2001,10,I Would've Loved You Anyway,221893,2001-06-05,album,False,3XlIhgydjvC4EniPFZT20j,Trisha Yearwood,58.0,1189192.0,0.36,0.418,6.0,-7.301,1.0,0.0284,0.477,8.92e-06,0.101,0.33,137.803,4.0,country,17.27650104065097
2015-08-08,44,0n96wSHG9FXAuLVoaG9Jjd,36,2015,8,One Hell Of An Amen,221466,2014-01-01,album,False,5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert,67.0,3001060.0,0.547,0.664,1.0,-5.622,1.0,0.028,0.0142,2.8e-06,0.0767,0.552,138.047,4.0,country,17.83946782206177
2014-08-16,45,2PLo8T3kGE9URFvBy3tUdt,36,2014,8,It Was Always You,239920,2014-09-02,album,False,04gDigrS5kc9YWfZHwBETP,Maroon 5,87.0,42858633.0,0.613,0.765,11.0,-6.582,1.0,0.0441,0.082,1.25e-06,0.092,0.299,103.951,4.0,pop,17.868274052635172
2011-03-05,45,4B4vB3oB8csotplfoQcAd6,36,2011,3,Little Lion Man,247002,2009-10-02,album,True,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,73.0,6442522.0,0.52,0.496,5.0,-8.121,1.0,0.0271,0.0234,2.05e-05,0.0905,0.496,138.81,4.0,rock,18.260512633433095
2009-11-14,44,1uexV2mYuZmLhVz4G5LUZv,36,2009,11,Funhouse,204626,2008-10-24,album,True,1KCSPY1glIKqW2TotWuXOR,P!nk,82.0,17190703.0,0.792,0.864,11.0,-3.04,0.0,0.0338,0.00503,1.64e-06,0.0375,0.832,103.932,4.0,pop,18.279663803871795
2019-07-20,44,6MF4tRr5lU8qok8IKaFOBE,36,2019,7,Under The Sun (with J. Cole & Lute feat. DaBaby),202040,2019-07-05,album,True,1iNqsUDUraNWrj00bqssQG,Dreamville,66.0,705436.0,0.691,0.64,0.0,-6.441,1.0,0.369,0.511,0.0,0.409,0.163,138.672,4.0,rap/hip-hop,18.644801019727847
2017-02-11,45,63OQWdXMq0Pe6pRpWY5gO0,36,2017,2,Star Of The Show,181200,2016-10-28,album,False,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,75.0,4756430.0,0.695,0.641,7.0,-5.807,1.0,0.0261,0.142,0.0,0.131,0.664,101.974,4.0,country,18.820398836439217
2017-09-09,45,1vBpwxsLVwaR4evBIaFmqD,36,2017,9,Drinkin' Problem,220800,2017-09-22,album,False,1DTZRmlVZBxx2wRQBtx6yi,Midland,64.0,312851.0,0.622,0.763,9.0,-6.4,1.0,0.0263,0.055,8.91e-06,0.313,0.621,102.0,4.0,country,19.137718114596648
2007-05-19,44,1fZhHANKVFNZ9W8iSh76gF,36,2007,5,Stolen,199106,2006,album,False,4ERtgeBbWRkFzIz6LaFCeY,Dashboard Confessional,58.0,627281.0,0.636,0.838,3.0,-3.988,1.0,0.0329,0.00143,1.22e-05,0.0573,0.318,101.584,4.0,other,19.29626679441632
2010-06-19,44,4JGypFKEHrlufSjF8DPl9X,36,2010,6,Yeah Ya Know (Takers),249800,2010-12-03,compilation,True,4OBJLual30L7gRl5UkeRcT,T.I.,76.0,4859348.0,0.457,0.895,1.0,-5.987,1.0,0.0722,0.00112,0.0,0.523,0.236,139.923,4.0,rap/hip-hop,19.66646062511597
2020-09-26,44,1jWHtG4UXwH7JkEGY559Pa,36,2020,9,Drug Addiction,164649,2020-09-11,album,True,7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,82.0,13205165.0,0.819,0.738,1.0,-5.159,0.0,0.186,0.47,0.0,0.117,0.676,139.957,4.0,rap/hip-hop,19.746283024474366
2016-04-30,46,6rZVy6FIG7lSJQMFXHo12z,35,2016,4,New Romantics,230466,2014-10-27,album,False,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100.0,123544806.0,0.633,0.889,5.0,-5.87,1.0,0.0715,0.00463,0.000458,0.0658,0.584,121.956,4.0,pop,1.7375372486077238
2017-06-10,46,3OtMnyUaiipcAT23A8liyi,35,2017,6,Swish Swish,242520,2017-06-09,album,True,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,87.0,32494337.0,0.838,0.705,5.0,-5.201,0.0,0.0449,0.0184,1.82e-05,0.102,0.583,119.953,4.0,pop,1.8250908457517732
2007-11-17,46,3JrD5PQbOAgGTKhts9Te6d,35,2007,11,Free And Easy (Down The Road I Go),199560,2006-01-01,album,False,7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,68.0,3137620.0,0.583,0.782,6.0,-5.328,1.0,0.027,0.00499,0.000131,0.145,0.682,120.024,4.0,country,2.177203596401405
2015-11-28,48,38ismoqQYn75ruDSQ2Jtx8,35,2015,11,Lay It All on Me (feat. Ed Sheeran),242440,2015-10-02,album,False,4WN5naL3ofxrVBgFpguzKo,Rudimental,72.0,1379020.0,0.669,0.747,6.0,-7.108,1.0,0.0428,0.141,0.0,0.185,0.483,122.531,4.0,pop,2.4392009088313857
2022-06-18,47,6Kfoo60npYPdvNxMPMiDpX,35,2022,6,Wrapped Around Your Finger,193565,2022-06-03,album,False,246dkjvS1zLTtiykXe5h60,Post Malone,92.0,45545078.0,0.744,0.628,2.0,-5.435,1.0,0.0287,0.0493,0.0,0.317,0.539,119.966,4.0,rap/hip-hop,2.972499599936678
2001-11-17,47,4ukCThz76ZkKJzTlmDlKpa,35,2001,11,On a Night Like This,210426,2001,album,False,1Tdrtr2WwDDde01GJllidM,Trick Pony,32.0,199102.0,0.599,0.776,5.0,-5.292,1.0,0.0437,0.0443,0.0,0.0379,0.831,117.912,4.0,country,3.144541009085994
2007-04-07,46,4T6HLdP6OcAtqC6tGnQelG,35,2007,4,Everything,212373,2007-04-27,album,False,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,76.0,6410174.0,0.686,0.688,6.0,-4.981,0.0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,4.0,other,3.4537552150874675
2010-09-04,48,3uSeT5T2pOEx5fTdYFJasm,35,2010,9,Why Wait,224840,2010-01-01,album,False,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,70.0,3590883.0,0.612,0.765,2.0,-4.915,1.0,0.0404,0.122,0.0,0.103,0.553,122.021,4.0,country,3.478628838643728
2017-04-08,48,2jTujnt0y344ai1rNOywgr,35,2017,4,KMT,162637,2017-03-18,album,True,3S0tlB4fE7ChxI2pWz8Xip,Giggs,62.0,520630.0,0.875,0.6,1.0,-6.818,1.0,0.0435,0.0189,0.0143,0.132,0.0906,119.987,4.0,other,3.646626750981308
2020-01-11,48,6uJONCdr2rC65BNmCnTBWK,35,2020,1,GANG GANG,244760,2019-12-27,album,True,2RDOrhPqAM4jzTRCEb19qX,Sheck Wes,63.0,1635867.0,0.859,0.6,7.0,-4.63,0.0,0.301,0.071,0.0,0.353,0.568,123.017,4.0,pop,4.100634847099146
2014-06-28,48,7t2bFihaDvhIrd2gn2CWJO,35,2014,6,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",242983,2014-06-10,single,True,0YinUQ50QDB7ZxSCLyQ40k,Mustard,74.0,1349477.0,0.805,0.33,1.0,-8.712,0.0,0.1,0.22,0.0,0.105,0.211,121.97,4.0,rap/hip-hop,4.281654552698502
2018-03-10,48,2Za1AlJNvksouPPWbXpR2X,35,2018,3,Good Old Days (feat. Kesha),240506,2017-09-22,album,False,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,78.0,2411672.0,0.712,0.51,8.0,-8.162,1.0,0.0633,0.446,2.46e-05,0.112,0.268,122.964,4.0,pop,4.425528920005668
2022-08-13,47,3HyR1j49TY5ACP2lseF1jx,35,2022,8,SUMMER RENAISSANCE,273997,2022-07-29,album,True,6vWDO969PvNqNYHIOW5v0m,Beyoncé,87.0,38734146.0,0.674,0.625,1.0,-9.593,1.0,0.0514,0.0843,0.0015,0.11,0.208,120.004,4.0,pop,4.559697166166368
2023-07-08,48,6f8wbdo8KU5ETWJA7lapgS,35,2023,7,BYE,212976,2023-06-29,album,True,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,93.0,16616208.0,0.782,0.812,0.0,-6.613,1.0,0.0469,0.567,0.00045,0.101,0.7,122.063,3.0,other,4.792253190266598
2018-12-29,46,2MShy1GSSgbmGUxADNIao5,35,2018,12,Calling My Spirit,152000,2018-12-14,album,True,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,82.0,11023914.0,0.91,0.366,1.0,-9.954,1.0,0.0941,0.0996,0.0,0.261,0.74,119.985,4.0,rap/hip-hop,4.792527954931897
2014-11-08,48,6qnM0XXPZOINWA778uNqQ9,35,2014,11,Welcome To New York,212600,2014-10-27,album,False,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100.0,123544806.0,0.793,0.634,7.0,-4.807,1.0,0.0324,0.038,1.76e-06,0.304,0.615,117.024,4.0,pop,4.7945260925873745
2022-10-15,46,2mzM4Y0Rnx2BDZqRnhQ5Q6,35,2022,10,Free Mind,247578,2020-09-25,album,False,687cZJR45JO7jhk1LHIbgq,Tems,78.0,2411642.0,0.562,0.463,6.0,-7.478,1.0,0.0787,0.442,0.000145,0.157,0.416,125.15,5.0,r&b,4.8372605547394425
2013-11-09,48,4IeUAegXVbETb7FpgNDnSM,35,2013,11,I Luv This Shit,267920,2013-01-01,album,True,0I5HubncQ8E1MFZOlPDY4J,Trinidad James,56.0,319099.0,0.643,0.592,1.0,-6.684,0.0,0.277,0.00475,1.48e-06,0.222,0.405,123.942,4.0,rap/hip-hop,4.881132513004546
2016-07-09,46,10I3CmmwT0BkOVhduDy53o,35,2016,7,Really Really,232093,2016-01-29,album,True,1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,73.0,6252541.0,0.762,0.666,0.0,-6.055,1.0,0.0916,0.00427,0.0,0.127,0.278,118.97,4.0,rap/hip-hop,4.903324350145078
2016-12-17,46,0NWqNXBJTpXbkI5rPWNy3p,35,2016,12,All I Know,321026,2016-11-25,album,True,1RyvyyTE3xzB2ZywiAwp0i,Future,93.0,18868243.0,0.464,0.417,8.0,-10.614,0.0,0.0786,0.421,0.000202,0.102,0.172,120.049,4.0,rap/hip-hop,5.202983180835766
2014-02-08,47,66rVt7PbwyKlu6CK6rxyAi,35,2014,2,Friday Night,167213,2014-01-01,album,False,4TONBKcqVR1LmPdfJxvkMU,Eric Paslay,47.0,465494.0,0.657,0.841,9.0,-4.188,1.0,0.0452,0.16,0.0,0.177,0.722,120.009,4.0,country,5.214764195459245
2015-06-20,47,4e5lEqydMatcEio6ef9Dpf,35,2015,6,Phenomenal,282546,2015-07-24,compilation,True,7dGJo4pcD2V6oG8kP0tJRR,Eminem,93.0,91487128.0,0.64,0.84,1.0,-2.426,0.0,0.0443,0.152,0.0,0.0457,0.0475,121.066,4.0,rap/hip-hop,5.692720125374491
2023-10-28,48,2Gk6fi0dqt91NKvlzGsmm7,35,2023,10,SAY MY GRACE (feat. Travis Scott),173253,2023-10-13,album,True,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,94.0,33611357.0,0.772,0.631,10.0,-5.082,1.0,0.0431,0.0648,0.0,0.129,0.433,121.854,4.0,rap/hip-hop,5.870803947086276
2006-03-18,48,0cE0J96KeivafL6goJwpmq,35,2006,3,Living in Fast Forward,211893,2005-11-07,album,False,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,72.0,4549371.0,0.689,0.907,9.0,-5.587,1.0,0.037,0.0254,0.000732,0.138,0.912,116.968,4.0,country,5.898365589378587
2011-03-19,46,4iYQUKxKwOOm6X2R7ALPix,35,2011,3,Let Me Down Easy,228493,2010-01-01,album,False,1By9QBFnjZAoI83BZppHlt,Billy Currington,66.0,2614349.0,0.606,0.497,1.0,-5.007,1.0,0.0278,0.363,0.0,0.106,0.181,125.058,4.0,country,5.993556903445901
2020-03-14,48,01JMnRUs2YOK6DDpdQASGY,35,2020,3,Grace (feat. 42 Dugg),203438,2020-02-28,album,True,45gHcnDnMC15sgx3VL7ROG,42 Dugg,72.0,1234936.0,0.824,0.513,10.0,-6.263,0.0,0.36,0.384,0.0,0.109,0.179,123.023,4.0,rap/hip-hop,6.030372467024225
2002-07-27,48,2YWVrRgUlnOGW2MKEU4PLv,35,2002,7,My Heart Is Lost To You,178706,2004-10-19,compilation,False,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,72.0,2975142.0,0.524,0.849,2.0,-4.634,1.0,0.0463,0.188,0.0,0.179,0.453,125.86,4.0,country,6.236939825254368
2022-01-22,46,19QKaApDINxlRSKX3w1xSB,35,2022,1,alotta cake,193986,2022-01-13,album,True,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87.0,8119414.0,0.895,0.543,11.0,-6.766,0.0,0.298,0.181,0.0,0.12,0.555,120.078,4.0,rap/hip-hop,6.493630682387451
2018-03-17,46,7fCNUWi6uflDTQ08srxMZk,35,2018,3,No Excuses,152862,2018-03-01,single,False,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,80.0,15395328.0,0.827,0.658,6.0,-3.846,1.0,0.0517,0.0224,0.0,0.0417,0.523,115.016,4.0,pop,6.503981208128094
2010-12-25,46,59o6ojGNGJOYiVJSzC6Lsa,35,2010,12,Memories (feat. Kid Cudi) - 2021 Remix,162992,2021-01-08,single,True,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,80.0,7238564.0,0.709,0.783,5.0,-5.944,0.0,0.0551,0.108,4.1e-05,0.103,0.648,127.043,4.0,rap/hip-hop,6.515240078681242
2018-05-12,47,1ZemPoaj7LBj1RAQrb89EC,35,2018,5,Blame It On Me,261799,2018-04-27,album,False,246dkjvS1zLTtiykXe5h60,Post Malone,92.0,45545078.0,0.652,0.592,11.0,-7.274,0.0,0.0418,0.142,5.61e-06,0.164,0.271,121.875,4.0,rap/hip-hop,6.6101684614642435
2017-10-07,47,0w3Q14i073jLoew1hgJkwD,35,2017,10,Heartache On The Dance Floor,205200,2016-05-13,album,False,4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,74.0,2070733.0,0.596,0.833,9.0,-4.308,1.0,0.0474,0.0563,0.0,0.0866,0.618,115.997,4.0,country,6.890082245969455
2024-08-17,48,7vv89PswQvqGKCGJ1rw5on,35,2024,8,FIELD TRIP,163155,2024-08-03,album,True,4xPQFgDA5M2xa0ZGo5iIsv,¥$,79.0,814100.0,0.731,0.686,11.0,-4.707,0.0,0.121,0.054,0.0,0.0865,0.458,121.991,4.0,other,6.941052303868903
2007-09-08,46,65fpYBrI8o2cfrwf2US4gq,35,2007,9,Rewrite The Stars,217440,2017-12-08,compilation,False,6U1dBXJhC8gXFjamvFTmHg,Zac Efron,70.0,855683.0,0.684,0.619,10.0,-7.005,1.0,0.0386,0.0716,0.0,0.122,0.284,125.046,4.0,other,7.050801676547428
2022-09-24,47,0HqZX76SFLDz2aW8aiqi7G,35,2022,9,Bones,165264,2022-03-11,single,False,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,89.0,54853599.0,0.773,0.742,5.0,-3.678,0.0,0.046,0.0206,0.0,0.0754,0.571,114.071,4.0,rock,7.26845645235654
2021-11-20,48,081Shn2hU3YxvQmGaCPegr,35,2021,11,Unloyal (with Ari Lennox),207294,2021-11-05,album,True,1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,62.0,817146.0,0.805,0.51,4.0,-6.179,0.0,0.0569,0.0357,0.000469,0.108,0.36,127.983,4.0,r&b,7.436557694003955
2011-10-22,46,11OFYsUK9EVJsQ6nutH32M,35,2011,10,Here For A Good Time,180266,2011-01-01,album,False,5vngPClqofybhPERIqQMYd,George Strait,75.0,4532724.0,0.596,0.768,6.0,-6.753,1.0,0.0369,0.0858,6.23e-06,0.116,0.532,127.93,4.0,country,7.471409459641063
2021-09-04,48,0z8hI3OPS8ADPWtoCjjLl6,35,2021,9,Summer of Love (Shawn Mendes & Tainy),184104,2021-08-20,single,False,0GM7qgcRCORpGnfcN2tCiB,Tainy,79.0,2371907.0,0.776,0.808,11.0,-4.501,1.0,0.117,0.0297,0.000127,0.103,0.494,123.988,4.0,pop,7.6567485528884225
2005-06-18,47,2S2dKZqymLiKM89JtQX2ki,35,2005,6,Lot Of Leavin' Left To Do,272626,2005-01-01,album,False,7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,68.0,3137620.0,0.578,0.878,11.0,-3.434,1.0,0.0287,0.00112,0.0146,0.6,0.693,118.029,4.0,country,7.7500025245549935
