chart_week,list_position,track_id,score,chart_year,chart_month,track_name,duration_ms,release_date,album_type,explicit,artist_id,artist_name,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,distance_to_mean
2020-08-22,1,4Oun2ylbjFKMPTiaSbbCih,100,2020,8,WAP (feat. Megan Thee Stallion),187541,2020-08-07,single,True,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,83.0,9836719.0,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,4.0,rap/hip-hop,12.992955528434806
2012-02-04,1,73CMRj62VK8nUS4ezD2wvi,100,2012,2,Set Fire to the Rain,242973,2011-01-24,album,False,4dpARuHxo51G3z768sgnrY,Adele,88.0,59336955.0,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4.0,r&b,13.199029766502424
2011-01-29,1,7Dyq1bhhjknLKEGg4k5NLr,100,2011,1,Hold It Against Me,228826,2011-03-28,album,False,26dSoYclwsYLMAKD3tpOr4,Britney Spears,83.0,15345716.0,0.648,0.722,0.0,-4.813,0.0,0.0427,0.0103,0.0,0.24,0.389,132.973,4.0,pop,13.330031929077466
2022-08-27,1,4C6Uex2ILwJi9sZXRdmqXp,100,2022,8,Super Freaky Girl,170977,2022-08-12,single,True,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,87.0,32494337.0,0.95,0.891,2.0,-2.653,1.0,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4.0,pop,13.339969752428868
2015-08-22,1,22VdIZQfgXJea34mQxlt81,100,2015,8,Can't Feel My Face,213520,2015-08-28,album,False,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96.0,92598894.0,0.705,0.769,9.0,-5.526,0.0,0.0425,0.113,0.0,0.105,0.583,107.949,4.0,r&b,13.481840601877888
2023-03-11,1,2LBqCSwhJGcFQeTHMVGwy3,100,2023,3,Die For You,260253,2016-11-24,album,False,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96.0,92598894.0,0.586,0.525,1.0,-7.163,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,4.0,r&b,13.503138504260562
2022-04-23,1,0wHFktze2PHC5jDt3B17DC,100,2022,4,First Class,173947,2022-05-06,album,True,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,80.0,3940961.0,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,3.18e-06,0.111,0.332,107.005,4.0,rap/hip-hop,13.645375143909131
2004-07-10,1,2zZJnAlhgvW6DERn1tu3fb,100,2004,7,I Believe,302026,2004-11-22,album,False,7xAcVHPiirnUqfdqo0USb1,Fantasia,58.0,2117129.0,0.525,0.446,8.0,-8.797,1.0,0.0308,0.357,0.0,0.161,0.134,133.865,4.0,r&b,13.858818969423213
2017-05-13,1,0KKkJNfGyhkQ5aFogxQAPU,100,2017,5,That's What I Like,206693,2016-11-17,album,False,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,94.0,60197201.0,0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,4.0,pop,14.047932174894799
2018-11-17,1,3e9HZxeyfWwjeyPAMmWSSQ,100,2018,11,"thank u, next",207320,2019-02-08,album,True,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92.0,100365325.0,0.72,0.654,1.0,-5.634,1.0,0.0647,0.227,0.0,0.101,0.411,106.976,4.0,pop,14.133254267451749
2024-06-29,1,5N3hjp1WNayUPZrA8kJmJP,100,2024,6,Please Please Please,186365,2024-06-06,single,True,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,95.0,13599895.0,0.669,0.586,9.0,-6.073,1.0,0.054,0.274,0.0,0.104,0.579,107.071,4.0,pop,14.27062229396613
2005-07-02,1,3w8xlZi49MQuQkyyB5bi5e,100,2005,7,Inside Your Heaven (Bonus Track),225280,2005-11-14,album,False,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,72.0,5998552.0,0.377,0.565,7.0,-4.74,1.0,0.0312,0.112,1.65e-06,0.204,0.14,134.542,4.0,country,14.315798203555953
2014-09-20,1,5jE48hhRu8E6zBDPRSkEq7,100,2014,9,All About That Bass,187920,2015-01-09,album,True,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,80.0,15395328.0,0.807,0.887,9.0,-3.726,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,4.0,pop,14.50757233470154
2002-06-29,1,04KTF78FFg8sOHC1BADqbY,100,2002,6,Hot In Herre,228240,2002-06-25,album,True,2gBjLmx6zQnFGQJCAQpRgw,Nelly,76.0,3055128.0,0.956,0.741,11.0,-4.753,0.0,0.124,0.204,0.0,0.0615,0.911,107.075,4.0,pop,15.141399930886276
2009-10-24,1,2d7fRuDlFZfKIoSuf8bhGv,100,2009,10,3,205533,2014-07-29,compilation,False,26dSoYclwsYLMAKD3tpOr4,Britney Spears,83.0,15345716.0,0.701,0.72,5.0,-1.948,0.0,0.0475,0.0518,0.0,0.199,0.761,134.962,4.0,pop,15.1689205277938
2019-08-24,1,2Fxmhks0bxGSBdJ92vM42m,100,2019,8,bad guy,194087,2019-03-29,album,False,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,96.0,100687015.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,pop,15.309749438751181
2011-09-17,1,1zwMYTA5nlNjZxYrvBB2pV,100,2011,9,Someone Like You,285240,2011-01-24,album,False,4dpARuHxo51G3z768sgnrY,Adele,88.0,59336955.0,0.556,0.319,9.0,-8.251,1.0,0.0281,0.893,0.0,0.0996,0.294,135.187,4.0,r&b,15.341165570583119
2019-01-12,1,6FZDfxM3a3UCqtzo5pxSLZ,100,2019,1,Without Me,201660,2020-01-17,album,True,26VFTg2z8YR0cCuwLzESi2,Halsey,82.0,21732620.0,0.752,0.488,6.0,-7.05,1.0,0.0705,0.293,9.2e-06,0.0936,0.533,136.07,4.0,pop,15.538367080831224
2019-04-13,1,2YpeDb67231RjR0MgVLzsG,100,2019,4,Old Town Road - Remix,157066,2019-06-21,single,False,60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,63.0,253809.0,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,4.0,rock,15.558752850547643
2018-07-07,1,58q2HKrzhC3ozto2nDdN4z,100,2018,7,I Like It,253390,2018-04-06,album,True,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,88.0,37248533.0,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,4.0,latin,15.707548745174869
2023-12-02,1,4xhsWYTOGcal8zt0J161CU,100,2023,12,Lovin On Me,138411,2023-11-10,single,True,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,80.0,3940961.0,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0,rap/hip-hop,15.946710790419267
2018-01-27,1,1rfofaqEpACxVEHIZBJe6W,100,2018,1,Havana (feat. Young Thug),217306,2018-01-12,album,False,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,82.0,33889992.0,0.765,0.523,2.0,-4.333,1.0,0.03,0.184,3.56e-05,0.132,0.394,104.988,4.0,pop,16.01963797679144
2011-05-21,1,1c8gk2PeTE04A1pIDH9YMk,100,2011,5,Rolling in the Deep,228093,2011-01-24,album,False,4dpARuHxo51G3z768sgnrY,Adele,88.0,59336955.0,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,4.0,r&b,16.126644614185654
2023-07-15,1,1kuGVB7EU95pJObxwvfwKS,100,2023,7,vampire,219724,2023-09-08,album,True,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,89.0,40418543.0,0.484,0.53,5.0,-5.821,1.0,0.0538,0.154,0.0,0.263,0.323,136.848,4.0,pop,16.284793234531566
2008-04-05,1,7wZUrN8oemZfsEd1CGkbXE,100,2008,4,Bleeding Love,262466,2007,album,False,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,66.0,3596411.0,0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,4.0,r&b,16.606581999407428
2006-05-13,1,30cSNer6TV8x2utjULVeQ5,100,2006,5,SOS,238920,2006-04-10,album,False,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,92.0,63115308.0,0.677,0.671,7.0,-4.905,1.0,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4.0,pop,16.7366354302544
2007-09-29,1,0j2T0R9dR9qdJYsB7ciXhf,100,2007,9,Stronger,311866,2007-09-11,album,True,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,93.0,27515989.0,0.617,0.716,1.0,-7.858,1.0,0.136,0.0056,0.0,0.408,0.496,104.014,4.0,rap/hip-hop,16.99934712868712
2016-05-21,1,1zi7xx7UVEFkmKfv06H8x0,100,2016,5,One Dance,173986,2016-05-06,album,False,3TVXtAsR1Inumwj472S9r4,Drake,96.0,92537455.0,0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.0018,0.329,0.37,103.967,4.0,rap/hip-hop,17.057711053132692
2012-08-25,1,3bC1ahPIYt1btJzSSEyyrF,100,2012,8,Whistle,224653,2012-06-22,album,False,0jnsk9HBra6NMjO2oANoPY,Flo Rida,81.0,8664797.0,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,4.0,pop,17.27428786156821
2008-06-28,1,1mea3bSkSGXuIRvnydlB5b,100,2008,6,Viva La Vida,242373,2008-05-26,album,False,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,92.0,53992702.0,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4.0,other,17.421227519549582
2000-03-18,1,7H6ev70Weq6DdpZyyTmUXk,100,2000,3,Say My Name,271333,1999-07-27,album,False,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,73.0,7422972.0,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,4.0,pop,17.71958059307398
2001-08-04,1,41nT1Sp6ChR65FbsdLlFHW,100,2001,8,Bootylicious,207906,2001-05-01,album,False,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,73.0,7422972.0,0.84,0.835,1.0,-4.386,0.0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,4.0,pop,17.760108982419013
2004-07-24,1,7wBThXx7BGZHJJ3aN3OPvv,100,2004,7,Confessions Part II,211200,2004-03-23,album,False,23zg3TcAtWQy7J6upgbUnj,USHER,83.0,12223027.0,0.845,0.467,1.0,-7.674,1.0,0.138,0.0586,0.0,0.0694,0.702,138.007,4.0,r&b,17.783046755114963
2019-03-16,1,22vgEDb5hykfaTwLuskFGD,100,2019,3,Sucker,181026,2019-06-07,album,False,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,76.0,7662160.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,pop,17.80194245740797
2001-03-24,1,4BggEwLhGfrbrl7JBhC8EC,100,2001,3,Butterfly,216733,1999-11-04,album,False,4iSKnRZAxkmqNok6tv10Se,Crazy Town,61.0,552034.0,0.736,0.811,9.0,-4.17,0.0,0.081,0.00132,0.000142,0.107,0.609,103.502,4.0,rock,17.874031512606614
2013-03-02,1,01XFgRZfZI7oBagNf1Loml,100,2013,3,Harlem Shake,196664,2013-02-12,single,False,25fqWEebq6PoiGQIHIrdtv,Baauer,52.0,195813.0,0.452,0.794,0.0,-5.151,1.0,0.0483,0.0111,0.00182,0.416,0.282,137.825,4.0,edm,17.893031533083008
2019-11-09,1,4l0Mvzj72xxOpRrp6h8nHi,100,2019,11,Lose You To Love Me,206458,2020-01-10,album,False,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82.0,50913198.0,0.516,0.342,4.0,-8.985,1.0,0.0425,0.55,0.0,0.21,0.0993,102.819,4.0,pop,17.941198706592676
2010-05-01,1,7HMKmZQEIduuNio1nPwjqp,100,2010,5,"Another Tattoo (Parody of ""Nothin' On You"" by B.o.B. featuring Bruno Mars)",169720,2011-06-17,album,False,1bDWGdIC2hardyt55nlQgG,"""Weird Al"" Yankovic",59.0,924791.0,0.771,0.546,10.0,-11.745,1.0,0.0291,0.189,0.0,0.101,0.928,104.043,4.0,rock,18.125463435201947
2000-11-11,1,0eKyHwckh9vQb8ncZ2DXCs,100,2000,11,With Arms Wide Open,274800,1999-01-01,album,False,43sZBwHjahUvgbx1WNIkIz,Creed,74.0,3533718.0,0.41,0.539,0.0,-8.412,1.0,0.0302,0.00425,0.00089,0.117,0.141,138.852,4.0,rock,18.88015424244733
2008-10-25,1,4fixebDZAVToLbUCuEloa2,100,2008,10,Womanizer,224400,2008-12-02,album,False,26dSoYclwsYLMAKD3tpOr4,Britney Spears,83.0,15345716.0,0.724,0.695,11.0,-5.226,1.0,0.0622,0.073,0.0,0.0889,0.235,139.0,4.0,pop,19.565875932327813
2000-03-04,1,6qc34bnVOyqGDPni8H5W0U,100,2000,3,Amazed,240866,1999,album,False,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,58.0,1429070.0,0.561,0.543,1.0,-8.498,1.0,0.0324,0.26,0.0,0.124,0.243,139.803,4.0,country,19.598589398011395
2006-04-08,1,0mUyMawtxj1CJ76kn9gIZK,100,2006,4,Bad Day,233640,2005-02-22,album,False,7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter,60.0,283562.0,0.599,0.785,3.0,-4.013,1.0,0.0309,0.448,0.00336,0.151,0.52,140.046,4.0,pop,19.704804652778204
2024-05-18,1,6AI3ezQ4o3HUoP6Dhudph3,100,2024,5,Not Like Us,274192,2024-05-04,single,True,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,92.0,33448686.0,0.898,0.472,1.0,-7.001,1.0,0.0776,0.0107,0.0,0.141,0.214,101.061,4.0,rap/hip-hop,19.87109126042308
2005-06-04,1,3LmvfNUQtglbTrydsdIqFU,100,2005,6,We Belong Together,201400,2005-04-12,album,False,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,79.0,10483944.0,0.833,0.467,0.0,-7.89,1.0,0.0619,0.0339,0.0,0.09,0.767,139.971,4.0,pop,19.923676839167637
2008-03-15,1,5j0McHPthKpOXRr3fBq8M0,100,2008,3,Love in This Club (feat. Young Jeezy),259720,2008-05-27,album,False,23zg3TcAtWQy7J6upgbUnj,USHER,83.0,12223027.0,0.573,0.712,0.0,-5.976,1.0,0.0732,0.0572,0.0,0.167,0.346,140.012,4.0,r&b,19.951211690415317
2005-11-26,1,7xYnUQigPoIDAMPVK79NEq,100,2005,11,Run It! (feat. Juelz Santana),229866,2005,album,False,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana,65.0,843688.0,0.846,0.482,1.0,-6.721,0.0,0.129,0.0246,0.0,0.393,0.212,100.969,4.0,rap/hip-hop,19.961237433260568
2019-02-02,1,6ocbgoVGwYJhOv1GgI9NsF,100,2019,2,7 rings,178626,2019-02-08,album,True,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92.0,100365325.0,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,4.0,pop,19.965685102446276
2023-04-22,2,3Jk9S4WLw8eVU7BNJMRluW,92,2023,4,Search Party,368000,2024-07-19,album,False,12xc327EsVjOW5LepkAus5,NoLongerNull,51.0,13771.0,0.524,0.938,5.0,-6.808,0.0,0.0349,0.0114,0.865,0.542,0.242,119.988,4.0,other,1.3017246078617029
2012-08-18,2,11ozIUBoXAgRTVWelDn4pL,92,2012,8,Lights,244266,2010-01-01,single,False,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,80.0,12592500.0,0.703,0.731,8.0,-6.283,0.0,0.0311,0.0721,0.00191,0.138,0.719,120.028,4.0,indie,3.552857825415701
2015-03-28,2,2iuZJX9X9P0GKaE93xcPjk,92,2015,3,Sugar,235493,2014-09-02,album,True,04gDigrS5kc9YWfZHwBETP,Maroon 5,87.0,42858633.0,0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,4.0,pop,3.6031050504118967
2018-10-13,2,0dbTQYW3Ad1FTzIA9t90E8,92,2018,10,Mona Lisa (feat. Kendrick Lamar),324189,2018-09-28,album,True,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,92.0,33448686.0,0.856,0.694,2.0,-4.393,1.0,0.169,0.371,0.0,0.109,0.489,122.08,4.0,rap/hip-hop,3.823998004346211
2022-02-19,2,70Gw6yQcnYCBKXTFONiDtc,92,2022,2,Do We Have A Problem? (with Lil Baby),207065,2022-08-26,album,True,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,87.0,32494337.0,0.842,0.509,1.0,-8.644,0.0,0.426,0.526,0.000285,0.118,0.521,120.001,4.0,pop,4.070243204979755
2014-01-18,2,6sy3LkhNFjJWlaeSMNwQ62,92,2014,1,Counting Stars,257840,2014-01-01,album,False,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,85.0,17522655.0,0.663,0.706,1.0,-4.972,0.0,0.0383,0.0654,0.0,0.115,0.474,122.013,4.0,rock,4.2388460904689405
2007-11-10,2,6q3zC9dDD4lUNk8nfUztXy,92,2007,11,Apologize,184400,2007-01-01,album,False,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,85.0,17522655.0,0.658,0.602,8.0,-6.006,1.0,0.0281,0.0363,0.0,0.102,0.0785,118.026,4.0,rock,4.430017065319683
2019-05-18,2,2bT1PH7Cw3J9p3t7nlXCdh,92,2019,5,If I Can't Have You,191466,2019-06-19,album,False,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,84.0,43412315.0,0.691,0.823,2.0,-4.197,1.0,0.0622,0.489,0.0,0.134,0.87,123.943,4.0,pop,4.963174607611935
2013-06-29,2,69kOkLUCkxIZYexIgSG8rq,92,2013,6,Get Lucky (feat. Pharrell Williams and Nile Rodgers),369626,2013-05-20,album,False,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,81.0,4827986.0,0.81,0.793,6.0,-9.404,0.0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,4.0,pop,5.449487208007064
2000-09-30,2,1OvjOVieEsYqGiK1T3mUv9,92,2000,9,Give Me Just One Night (Una Noche),205160,2000-09-26,album,False,6V03b3Y36lolYP2orXn8mV,98º,55.0,519131.0,0.543,0.79,0.0,-6.145,1.0,0.0491,0.0513,3.55e-06,0.0981,0.655,123.631,4.0,pop,5.501493789517522
2017-03-04,2,55n9yjI6qqXh5F2mYvUc2y,92,2017,3,I Don’t Wanna Live Forever (Fifty Shades Darker),247160,2017-11-09,album,False,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100.0,123544806.0,0.73,0.444,0.0,-8.418,1.0,0.0538,0.059,1.8e-05,0.14,0.106,117.979,4.0,pop,5.516689148517494
2016-04-09,2,5kqIPrATaCc2LqxVWzQGbk,92,2016,4,7 Years,237300,2016-04-01,album,False,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,71.0,2312177.0,0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,4.0,pop,5.600760681375673
2001-06-16,2,0wqOReZDnrefefEsrIGeR4,92,2001,6,Hanging By A Moment,216066,2000,album,False,5PokPZn11xzZXyXSfnvIM3,Lifehouse,65.0,2043704.0,0.541,0.864,1.0,-4.915,1.0,0.0357,0.00118,0.0,0.0896,0.435,124.557,4.0,other,5.646923843831432
2009-12-05,2,0SiywuOBRcynK0uKGWdCnn,92,2009,12,Bad Romance,294573,2009-11-05,album,True,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,92.0,32043089.0,0.695,0.921,0.0,-3.752,1.0,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4.0,pop,5.715761635927544
2008-08-16,2,3NZJlJemX3mzjf56MqC5ML,92,2008,8,Forever,278573,2008-04-29,single,False,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,88.0,23634679.0,0.672,0.82,11.0,-4.456,1.0,0.0459,0.0368,0.000188,0.184,0.438,120.005,4.0,r&b,6.909643010840376
2020-03-21,2,3PfIrDoz19wz7qK7tYeu62,92,2020,3,Don't Start Now,183290,2020-03-27,album,False,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,88.0,44822142.0,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,4.0,pop,7.633598416122237
2009-06-20,2,5RzFJd6W40SDTyZkX6xx45,92,2009,6,I Know You Want Me (Calle Ocho),237120,2009-08-31,album,False,0TnOYISbd1XYRBk9myaseg,Pitbull,86.0,10847957.0,0.82,0.731,9.0,-6.02,1.0,0.159,0.0133,1.94e-05,0.131,0.793,127.076,4.0,pop,7.906107636290178
2005-05-21,2,7i7UIbm5E0DD7aSOYvwp2v,92,2005,5,Oh (feat. Ludacris),256346,2004-09-27,album,False,2NdeV5rLm47xAvogXrYhJX,Ciara,72.0,6741121.0,0.8,0.496,7.0,-7.135,1.0,0.0506,0.000298,0.0,0.0697,0.357,128.29,4.0,pop,8.087295293810831
2024-09-07,2,5G2f63n7IPVPPjfNIGih7Q,92,2024,9,Taste,157279,2024-08-23,album,False,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,95.0,13599895.0,0.674,0.907,3.0,-4.086,1.0,0.064,0.101,0.0,0.297,0.721,112.964,4.0,pop,8.263815733137045
2012-12-08,2,7EQGXaVSyEDsCWKmUcfpLk,92,2012,12,Die Young,211920,2012-11-30,album,False,6LqNN22kT3074XbTVUrhzX,Kesha,81.0,8210379.0,0.711,0.7,1.0,-4.805,0.0,0.046,0.00498,0.000125,0.215,0.801,128.001,4.0,pop,8.44733452347035
2014-12-20,2,1CS7Sd1u5tWkstBhpssyjP,92,2014,12,Take Me to Church,241693,2014-09-19,album,False,2FXC3k01G6Gw61bmprjgqS,Hozier,87.0,7928811.0,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,4.0,other,8.50811952620813
2005-01-08,2,7uKcScNXuO3MWw6LowBjW1,92,2005,1,"1, 2 Step (feat. Missy Elliott)",203786,2004-09-27,album,False,2NdeV5rLm47xAvogXrYhJX,Ciara,72.0,6741121.0,0.944,0.511,5.0,-10.96,0.0,0.161,0.042,0.00107,0.0379,0.842,113.046,4.0,pop,8.645138567465583
2011-03-05,2,7AqISujIaWcY3h5zrOqt5v,92,2011,3,Forget You,222733,2010-11-09,album,False,5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,66.0,641752.0,0.696,0.875,0.0,-3.682,1.0,0.0649,0.134,0.0,0.159,0.772,127.39,4.0,rap/hip-hop,8.748696689464328
2024-06-15,2,2HYFX63wP3otVIvopRS99Z,92,2024,6,Houdini,227239,2024-05-31,single,True,7dGJo4pcD2V6oG8kP0tJRR,Eminem,93.0,91487128.0,0.936,0.887,9.0,-2.76,0.0,0.0683,0.0292,1.88e-06,0.0582,0.889,127.003,4.0,rap/hip-hop,8.804957955915489
2021-08-28,2,3rmo8F54jFF8OgYsqTxm5d,92,2021,8,Bad Habits,230746,2021-10-25,album,False,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,89.0,116502914.0,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4.0,pop,8.973405231361008
2007-01-13,2,1D066zixBwqFYqBhKgdPzp,92,2007,1,Fergalicious,292373,2006-09-13,album,True,085pc2PYOi8bGKj0PNjekA,will.i.am,75.0,4211056.0,0.906,0.583,8.0,-7.721,0.0,0.317,0.0569,0.0,0.126,0.829,129.056,4.0,pop,9.1879227765684
2009-08-22,2,3GCL1PydwsLodcpv0Ll1ch,92,2009,8,You Belong With Me,231133,2008-11-11,album,False,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100.0,123544806.0,0.687,0.783,6.0,-4.44,1.0,0.0386,0.162,1.35e-05,0.114,0.443,129.964,4.0,pop,9.768584952913024
2014-09-06,2,794F99D5BQHS5ZGRXAs7I5,92,2014,9,Anaconda,260239,2014-12-15,album,True,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,87.0,32494337.0,0.964,0.605,9.0,-6.223,1.0,0.179,0.0668,7.78e-06,0.214,0.646,129.996,4.0,pop,10.420189032546867
2006-07-22,2,6o1l9I0faXJN2iqulHrdCQ,92,2006,7,Crazy,182066,2006-05-02,album,False,5SbkVQYYzlw1kte75QIabH,Gnarls Barkley,65.0,554207.0,0.836,0.741,8.0,-1.609,1.0,0.0339,0.0172,0.0583,0.0826,0.611,111.963,4.0,rap/hip-hop,10.67135008380826
2012-05-26,2,1LmN9SSHISbtp9LoaR5ZVJ,92,2012,5,Payphone,231386,2021-06-20,album,True,04gDigrS5kc9YWfZHwBETP,Maroon 5,87.0,42858633.0,0.739,0.756,4.0,-4.828,1.0,0.0393,0.0136,0.0,0.37,0.522,110.028,4.0,pop,10.780202559544188
2005-04-09,2,3xrn9i8zhNZsTtcoWgQEAd,92,2005,4,Since U Been Gone,188960,2004-01-17,album,False,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,74.0,10594069.0,0.662,0.741,0.0,-5.406,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,4.0,pop,11.434767533450632
2000-01-01,2,6mwA6YiKDjAUG8kWvRRUPh,92,2000,1,Back At One,263666,1999-09-21,album,False,6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,61.0,1588663.0,0.66,0.347,11.0,-9.114,1.0,0.03,0.452,0.0,0.131,0.256,129.747,4.0,r&b,11.441989365833393
2021-01-30,2,6Im9k8u9iIzKMrmV7BWtlF,92,2021,1,34+35,173710,2020-10-30,album,True,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92.0,100365325.0,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,4.0,pop,11.56459111343083
2007-05-19,2,6CFPFnS9EcLs2I0nWqtWci,92,2007,5,Because Of You,266840,2007-01-01,album,False,21E3waRsmPlU7jZsS13rcj,Ne-Yo,83.0,9181738.0,0.81,0.538,0.0,-5.783,0.0,0.0357,0.53,0.0,0.0951,0.832,109.97,4.0,pop,11.61962479536423
2010-03-20,2,11EX5yhxr9Ihl3IN1asrfK,92,2010,3,Need You Now,277573,2010-01-01,album,False,32WkQRZEVKSzVAAYqukAEA,Lady A,67.0,3691970.0,0.588,0.622,4.0,-5.535,1.0,0.0303,0.0906,0.000633,0.2,0.229,107.942,4.0,country,12.746322400215416
2003-03-29,2,5dNfHmqgr128gMY2tc5CeJ,92,2003,3,Ignition - Remix,186066,2003,album,False,2mxe0TnaNL039ysAj51xPQ,R. Kelly,69.0,2424638.0,0.795,0.523,1.0,-7.165,1.0,0.0423,0.061,0.0,0.0914,0.855,133.024,4.0,other,12.923737743580393
2012-10-06,2,03UrZgTINDqvnUMbbIMhql,92,2012,10,Gangnam Style (강남스타일),219493,2012-01-01,single,False,2dd5mrQZvg6SmahdgVKDzh,PSY,64.0,1635654.0,0.727,0.937,11.0,-2.871,0.0,0.286,0.00417,0.0,0.091,0.749,132.067,4.0,rap/hip-hop,13.742444860040969
2020-08-29,2,2SAqBLGA283SUiwJ3xOUVI,92,2020,8,Laugh Now Cry Later (feat. Lil Durk),261492,2020-08-14,single,True,3TVXtAsR1Inumwj472S9r4,Drake,96.0,92537455.0,0.761,0.518,0.0,-8.871,1.0,0.134,0.244,3.47e-05,0.107,0.522,133.976,4.0,rap/hip-hop,14.27179437060269
